@relation Train
@attribute word_tokenize string
@attribute subtask_c {IND,OTH,GRP}
@data
'bitch',GRP
'coward goe countri peac human weak love putin “ tough guy ” high school want tough bulli soul',IND
'lie # maga # # theresist',IND
'least honest want give credit place show control work environ control access cours control work access place',GRP
'jeff think follow good idea known traitor walk away demonrat resist parti liber evil confirm kavanaugh',IND
'class class',GRP
'support control target black panther defend black polic brutal',GRP
'angri yell young peopl realli wouldnt care unless dress charact',IND
'evid trump didnt collud russia said',IND
'anyth wouldnt state run feder offic think texan illeg claim govern offic send money # maga # texan',GRP
'she liber disagre thing determin terribl person rememb liber talk high moral',GRP
'anti trump she racist race better alex jone crazi',IND
'need look twitter feed littl closer neither republican racist that thing liber peopl dont agre hillari clinton evid alreadi obama gave pass',IND
'dont want accept result elect welcom leav countri make happi fear enjoy poster nation histori',IND
'silli rabbit rabbit law rule arent liber',OTH
'littl bibl read that ) say holi spirit fight devil claim holi human holi way ) dare blame devil name pope fals prophet',IND
'cant leav fast enough “ conserv ” caus much among # rino presid',IND
'secret wont trump hope realiz much crap trump sold antifa',GRP
'time liber think go head realiz latest noth back miser exist eat monkey ( racist ) watch',GRP
'alway trump & amp conserv stop watch american & amp go movi wonder foreign show mani favorit & amp alway good read & amp music & amp',GRP
'well liber socialist made drug addict “ free ” suppli bout face suppli cost forc loser',GRP
'say antifa member',IND
'# $ liber societi bottom #',GRP
'scari super member antifa match # sarcasm seriou question left leader manipul youth group form take advantag abus weak',GRP
'anoth typic liber control use hate bulli',IND
'dont buri lead noth control law everyth citi',GRP
'pretti perhap tear',IND
'that answer “ shut fuck antifa punk',IND
'there murder death state strictest control ignor fact make',GRP
'meet like # believ lie told daili # walkaway talk commun color # understand minor rememb eat',IND
'democrat longer care bout constitut law illeg drug rapist muslim antifa anybodi hate crazi',GRP
'suck',IND
'destroy life case father go court alreadi seem done someth wrong polic matter forward whoever guilti punish',IND
'say wake sleep gon na trump need',IND
'relev might well know someon pack smoke pack dipshit garbag',OTH
'mueller prove system weapon democrat special charg republican play game republican special charg democrat right ball court republican maga',GRP
'serial rape didnt seem problem liber bill clinton hillari figur hypocrisi',GRP
'still ignor',IND
'justifi death racist & amp bigot theyr excus well crimin & amp deserv murder wait till excus start',IND
'pope make mistak anyon harm child',IND
'trump lie grown danger mother jone truth # maga',IND
'liber drink koolaid live think peopl look',OTH
'fuckin group peopl soon someon hand find anoth compani work',GRP
'conserv quit rather fight betray everi claim patriot & amp fight constitut reveal extrem & amp defeat dem know stick togeth histori prove',GRP
'let bitch',IND
'pope dope',IND
'say religi religion satanist religi peac',GRP
'fuck kill late face_with_tears_of_joy',IND
'problem peopl read shit cunt alreadi think redneck retard alreadi support believ fake news',GRP
'draw straight line think truth lie # kavanaugh treat # right wall good refuge terrorist # racist revers racism real disrespect # maga',GRP
'hope full hole smell shit',IND
'mean exactli conserv attack current victim',IND
'suck wan na',IND
'vote sake move issu month allow libtard fuck let serious # # scotu # maga',IND
'basic argument canada pass law crime stop regul sourc claim control failur measur effect crime articl advoc',GRP
'control peopl believ legal owner follow current law fool make citizen',OTH
'realiz useless argument drunk drive arrest your punish kill someon drunk drive murder rule regul safeti drink own oper need control',IND
'dick damn didnt know actual',IND
'thing definit fuck need state obviou conserv need liber need without',IND
'except littl attempt rape thing wonder',IND
'qualifi',IND
'maxin need suffer trump',IND
'100 % lie dont understand mind liber money mean noth stop trump mean',IND
'love liber word kind hillari said said anger knew meant bullshit',GRP
'line sound soon talk control typic fund respons mass murder',OTH
'sick corrupt ignor moron',IND
'keep put violent liber antifa hood beat stranger know noth street voter voter love violenc & amp lunat liber mind street violent liber',GRP
'realli control limit person safeti make even good peopl gun legal even make hard women gun self defens keep simpl background check system alreadi',IND
'thing beto texa cross border reason control texa citizen someon hurt citizen defend poor need beto',GRP
'dont care good player own year make train tell look exampl',IND
'turn maga',OTH
'conserv anyth elimin valu countri peopl work die dont want lost fake constitut worship peopl valu constitut right',GRP
'push narr rememb place tell think well hillari said deplor said dreg societi tell feel middl class christian conserv # voter',GRP
'pleas find thread moor failur deal foul smear good exampl rule appli # fakenew # maga soon',IND
'look # kavanaugh stop shit # maga',OTH
'face_with_tears_of_joy zombi walk littl scari rememb zombi said go',GRP
'knew wouldnt never thought everi singl republican regard everyth mention tweet pretti',IND
'knew email releas ignor base',IND
'never doubt read dirti worship satan',OTH
'antifa simpli want kill carri back',GRP
'wall women rape',GRP
'disgrac',IND
'sadli blew interview bought pass test real progress what left base thank need know',IND
'antifa',IND
'gain reput dishonest senat',IND
'# campaign control measur liberti park press',OTH
'kavanaugh innoc liber jump hate trump right thing year word',IND
'complet pouting_fac',IND
'show plenti lefti antifa get weak punk',GRP
'go deflect away nearli dead lack post hurrican support trump administr use deport singl year offens',IND
'love bitch',IND
'help alreadi account want detail ( ) dont phone instead minut messag tell busi hang servic',IND
'lier money nobodi want ” except fascist friend smoke money friend & italian nazi nazi',IND
'doesnt lose spend money free agenc draft better',IND
'coward list antifa profil coward terrorist',GRP
'rais spoil brat',GRP
'noth left wing unhing liber jerk need shut life time',IND
'miss brain',IND
'disturb platform becom state',GRP
'dumb point',IND
'fuck go back',OTH
'viciou',IND
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy delusion',IND
'antifa hate group creat democrat',GRP
'said reflect charact realli cheap porn high type',IND
'tweet direct care less whatev',IND
'evid liber goal sabotag # make trump enemi trump hate vote canada elect 2019',IND
'sick individu life make world better place loss trash',IND
'got ta keep control terrorist',GRP
'sound relev march woke snowflak abort india legal woman choic requir instead issu oppress india least relev',OTH
'support state commit intern crime shame',OTH
'seen hispan justifi shit trump argu famili member mine believ trump help trump & amp agre major immigr come upset',GRP
'havent check cant anyth',OTH
'# drunk back # # maga # deplor #',IND
'bigger problem liber control nut want open border ‘ societi establish cultur creat rule class communist proven fail england muslim ground shame',OTH
'shock almost liber crazi insan clinton witch lost theyv becom # unhing # derang bunch damn # stop act children grow',GRP
'talk someon background gun cathol gener control research',OTH
'# antifa cell weapon train fight racist street embrac mass murder stand communist kill million peopl united_st',GRP
'come arrest charg derang individu',IND
'realli feel call citizen wors deplor nut wonder run obvious think better time away biden',IND
'your embarrass republican parti glad took quit',OTH
'proof african united_st friend dont free colleg put illeg united_st antifa run around act never live real life experi antifa colleg kid white',GRP
'almost everi talk work today said fuck',IND
'hope fucken thought face_with_tears_of_joy face_with_tears_of_joy',IND
'dirti',IND
'name social injustic caus death anyon caus member dare mani peopl lost live control',OTH
'problem chicago wish “ leader ” think someth differ attent control get',GRP
'care arm might fall clean',IND
'innoc peopl dont resign know liber love sexual predat keith ellison sever women polic report support',IND
'make good decis',IND
'know differ pretend someon lie that point point peopl forev kill victim suck',IND
'give shit miss sorri',IND
'qualifi obama folk togeth',GRP
'sorri almost date monster cant control even control youll make mental issu',IND
'conserv know canadian liber media 24/7 hate news help trudeau obviou your who manipul hurt canada read tweet thread ignor trump support israel',IND
'wake black american # maga # kavanaugh # voter # trump # trump2020 # walkaway # kag # # # # # # # # # #',GRP
'safe fucker',IND
'paid protest # votedemsout # kavanaugh',GRP
'decid isnt reason fulli possibl reason still wrong guess never watch show go heard peopl',IND
'that donald trump offic democrat good republican govern globalist intern communist )',GRP
'clear wouldnt listen anyway interest argu exist racism tweet rather call ignor white girl display',GRP
'teach',IND
'cool found person dumber retweet nice move',IND
'doesnt enough go',IND
'talk maga sorri twitter isnt eye mayb youll latest articl pleas dont editor sure slip',IND
'isnt control head ladi turn bulli',IND
'actual anim shit',OTH
'holi shit sick',IND
'cours corrupt parti # maga # wwg1wga',OTH
'realli even care come foolish annoy mouth home david adult # maga',IND
'yeah liber look victim held cover mouth tri cloth rape friend turn music loud cover scream hurt alreadi',GRP
'make sort sexual foul joke liber realli make',IND
'folk protest great presid pure simpl bring control weapon free ) carri weapon ( illeg ) tri caus control shot head',IND
'sociopath incap feel empathi period',IND
'dont video trump support block send away dont accept racism said “ there fine peopl side ” includ antifa ahead pick choos',IND
'cant rememb happen cant rememb happen cant rememb liar smear liar',IND
'girl',IND
'size',IND
'serena & amp act spoil brat rule',IND
'send loss roll pictur',IND
'crazi liber crazi eye',GRP
'still want fuck pussi',IND
'seat # walkaway # wwg1wga # # qanon # # maga #',IND
'fuck',IND
'anyon target leftist liber goal decent conserv pass servic result countri harm liber antifa',GRP
'love dictat iran leader presid putin leader rule terror thing presid donald trump figur',IND
'texan illeg immigr never elect',OTH
'look larg problem',IND
'conserv know soon public theyr list',GRP
'spew berni & amp anyth go district thing social dont work suck',IND
'rest pussi',IND
'dont hate dont hate conserv hate stupid hate hypocrit fact think conserv matter matter mean much order think',GRP
'fuck',OTH
'conserv deliber ignor fact gestur use racist signal theyr white much countri ( & amp still ) & amp ruin nazi',IND
'moron',IND
'guy ugli unhing',GRP
'bitch hood serv face_with_tears_of_joy face_with_tears_of_joy',GRP
'lock insan',IND
'pick fire today realli good ugli fuck almost pass smoke fuckin fire wish share brother',IND
'# metoo best weapon liber process disgust woman one use weapon shame typic liber emot benefit poster child use woman',GRP
'bono suck',IND
'fuck',IND
'incompet person',IND
'fuck terrorist',IND
'ridicul tweet read today compar traitor # liber say democrat republican straw pathet',IND
'ignor control know talk',IND
'alway found liber progress one socialist knew want live well afford',GRP
'fuck elect',GRP
'said speech offend someon ask fine want control offend',IND
'bullshit star instead & amp jeff america need',GRP
'miss point hard point expect respons lie woman cultur action woman listen silli girl part cultur',GRP
'bloodi demon dont need',IND
'united_st # maga',IND
'know nazi liber & amp dont care know everyon hollywood elit & amp',GRP
'sister singl thing obama said',IND
'know sure mayb tweet lunat plan next # ralli never presid brainwash realiz',IND
'allow congress suppos check clown control congress folk write law prevent happen',IND
'annoy',IND
'nigga wan na live world world death hero liter anim',GRP
'bitch',IND
'white liber black peopl black person tri order consid smart good teach',GRP
'# leftist # commi # usa go littl think grinning_squinting_fac # maga # mbga # mcga # socialist # lefti # conserv # patriot # mega # trump # democrat # republican',GRP
'peopl die puerto rico govern corrupt',GRP
'game suck',OTH
'better lie',IND
'everi get lower lower wan na nazi go pile maga bottom soon enough',IND
'liber intellectu noth bigot',IND
'unkind ',OTH
'lolol a**hol ',IND
'better idea whatev name resign & amp hell back hell peopl came sake countri',IND
'# # call # pleas nobodi # # # # # tori # tori',IND
'# come that conserv harm polit cant liber liber vile nasti oppos view',GRP
'get closer novemb left full talk point forev amend idiot let',GRP
'beauti # pretend leftist # maga',IND
'cant pervert zero toler disappoint pope',IND
'know exactli work steal money regul tax peopl cant thing govern violenc think democrat desper need control want even power peopl',GRP
'dont watch game shove hole',IND
'theyr democrat right theyr hide anymor # # fakenew # # maga',IND
'voter deserv voter maga',GRP
'fail realiz parti antifa complet lack self awar peopl danger #',GRP
'democrat anim countri power back',GRP
'democrat control major citi long theyv bankrupt left minor other desper crime altern life instead hand mayb teach better',OTH
'trump doesnt want investig ford claim trump report trump rape cultur dirti sexual pervert liber thing ford anita hill white respect women',GRP
'mother derang left make littl boy realli go happen pure evil # votedemsout # maga # 2020 #',GRP
'enough enough leader seem public',IND
'guy dont censor right hypocrit',GRP
'rape never happen lie word mani women liar',GRP
'pleas first yell much seem asshol cant hear anyth scream obviou dont dude stfu',IND
'doesnt surpris texan hate liber soro back',GRP
'&',IND
'control nut allow protect thing #',IND
'keep tell think liber believ need mani million sit veteran budget intent fund',OTH
'belong prison kill need chang control law',IND
'liber sure love spend peopl money hope chang realli work well obama millionair realli chang better liber brain cell left theyd vote presid trump',GRP
'sick peopl',GRP
'sure breath',IND
'exactli havent watch year refus former think jerri jone disgrac peopl help make rich',IND
'safeti word control isnt anyth safe control limit abid citizen ignor law wake folk need liber vote patriot vote latin_cross united_st',GRP
'think call idiot attack one sign took messag sent',IND
'reput reput reput away antifa activist good said use',IND
'watch catch beat',IND
'imagin found pictur hold woman liber insan',GRP
'find send funni awar train sent death',GRP
'vote trigger articl',IND
'maga wear traitor go post video burn # & amp # # # # # # #',IND
'liber complain time record anonym letter week wait crimin assassin charact good',GRP
'jesu christ liber start young brainwash',GRP
'dont watch moron movi',IND
'anoth tri back back england shut',IND
'creepi hand littl girl demonrat seen & amp wont talk disgust pervert action hate conserv trump hillari shut away',IND
'good lord woman dipshit',IND
'fuck face_with_tears_of_joy red_heart',IND
'conserv need',IND
'next year much conserv',OTH
'yall bitch',GRP
'fuck',IND
'corrupt lie',IND
'took away constitut congress refus articl taken away control law anymor obama stupid',IND
'left antifa bunch bulli seem everyon nazi differ opinion',GRP
'heart attack citi keep eat',IND
'daughter parent hypocrit',IND
'deserv show true serena apolog behavior embarrass argu side chair think she',IND
'let treason law remov holder',IND
'beat',IND
'obama zero accomplish worst presid leader countri hand show liber worship total loser dont know parti goal noth except complain trump accomplish liber',GRP
'appoint trump devil appoint make sure part make sure doesnt reelect vote definit even scum earth',IND
'anyth help thank # patriot # maga dont hear thank help share loos signal got ta place thank folk bless',IND
'thought said “ fail ” “ fake news ” cant true made',IND
'shit hole corrupt liber destroy year year year',IND
'husband despic person narcissist care includ',IND
'mine draft stop crap proof censor conserv',GRP
'childish unprofession ',IND
'america better jeff flake away',IND
'say white white peopl notic mani shitti white peopl see',GRP
'“ journalist ” mention arrest corrupt mayor yesterday guess busi get away',GRP
'deep disgrac abus right exist even gener mine know life opportunist govern peopl suck liber dick left nazi',IND
'good mess',IND
'use safe argu liber stall order help liber interest perfect play fear process help & amp process',OTH
'think belong room trash make comment dont hear denounc iron model flag nazi',IND
'accord liber guilti unless prove innoc wait trust dare make claim woman women perfect',GRP
'pathet',IND
'guess realli garbag liber',GRP
'# conserv everywher small town kid need # god first need know consequ # shouldnt held respons someth # hypocrit sleep night',GRP
'crook walk free',IND
'total point anger liber keep divid dont leav sorri parti',GRP
'actual terribl imagin proud get peopl find water arrest owner didnt want arrest aw person',IND
'word caus music slap there reason shouldnt sell show ( isnt deserv )',IND
'russia terribl willi terribl bitch texa piec shit million point first oppon even western',OTH
'doubl absolut stupid never doubl pair',IND
'republican sign plan fuck trump consid failur platform better republican altern',IND
'conserv remov texa educ look theyr blind dumb',IND
'time tell type jump lefti demon someon fair chanc polici either huge failur liber result lose next elect success hole',IND
'that see want think peopl want look power express useless thing mock',GRP
'democrat suffer trump derang desper dirti trick wont work # maga # #',IND
'that dick energi',IND
'eric ball',IND
'total phoni',IND
'reason friend isnt control',IND
'establish stop pay attent theyv',OTH
'show world useless littl brat what nut yeah',IND
'nonsens incap straight news fake',OTH
'piec shit',IND
'tell know write “ ass ” bottom proof higher intellig need',IND
'“ ” dirti liber novemb first clear left absolut zero intent play rule hope presid trump crush joke parti',GRP
'either shit somebodi creep face_with_tears_of_joy',GRP
'butt',IND
'lack moral mother abort murder',IND
'amaz liber suit polit agenda dont believ good feel produc evid',IND
'democrat want control practic youll better',GRP
'caus woman come year later cant believ liber outrag accus beat wife silent lib hypocrit liber make sick',GRP
'mock disabl peopl funni maga crowd like pick weak support power bulli wonder model',GRP
'jesu cunt',IND
'amaz dem dont feel gener keep illeg',GRP
'control fail reduc homicid homicid rate drop law enjoy peopl dont realli give shit though',IND
'dumb european govern allow make decis affect entir even enforc go everi world',OTH
'know think theyr one surpris think liber want make ownership illeg',GRP
'well she half right shit',IND
'# god media use crimin hero push control',GRP
'that antifa theyr violent hide obvious support',IND
'make look ignor daili # maga without',IND
'bono alway stick hand someon concert america never money',IND
'afraid liber scream potu scream keep truth dont want hypocrit & amp agenc appl involv coup',GRP
'yeah that kinda thing right proud boy scumbag wear say noth wrong antifa one violent pleas actual fascist everi time brought experi dude stop',IND
'hell offer last year',IND
'everi social media platform argu racist isnt power manipul push agenda gain power shit know exactli say pretti liber cant stand racism discuss',IND
'chicago alreadi strictest control law countri',OTH
'liar',GRP
'love liber deal europ',GRP
'that fuck rude',IND
'liber',GRP
'gon na death',IND
'honestli peopl serious delusion good thing major fan educ scari',GRP
'still anonym ope time time # potu refus name crap within # trump # maga',IND
'eye fuck louder word smiling_face_with_heartey smiling_face_with_heartey purple_heart purple_heart',IND
'# thursdaythought admit way twitter censor conserv seem unlik annoy main feed limit stupid black order return wont even back morn',OTH
'shame tenni stole serena proven draw racist cant handl',OTH
'stupid peopl tell “ back caus obsess ” bitch footbal game walk class liter everyth know exact date number everyth reason caus aint',GRP
'didnt start convers trash talk yall stay mention',IND
'total follow danger thank united_st',GRP
'agre great idea wish remov exist # maga # # # #',IND
'amount shit fuck',IND
'mani corrupt evil be hold govt posit much corrupt & amp evil be posit & amp major point left fake conserv & amp croni still walk free',GRP
'voter puerto rican decent doesnt white liber',GRP
'real shit',OTH
'want conserv plan even consid chang use blatant lead peopl believ trudeau fault fuck sociopath',IND
'disgrac innoc proven guilti happen lie',IND
'know control work refus anyth',OTH
'everyth said exactli need control save live noth matter save live peopl second amend right cri feel away coward gun away coward',IND
'typic liber jump dont believ process innoc proven anti american bunch',GRP
'dont care right left back bitch star offic good #',IND
'ugli hell someth anybodi want look',IND
'united_st # american # flag # usa # # # maga # americafirst # trump #',IND
'time drop kick back feet aint face_with_tears_of_joy',IND
'even antifa page couldnt deal shit',GRP
'come pain # magaunited_st united_st united_st united_st united_st # wwg1wga',IND
'hell think littl',IND
'america isnt militari husband didnt battl die home fight control stronger law regard mental polic educ issu',OTH
'david stop anti peopl noth look rememb antifa radic left group violent hurt peopl cours agre',IND
'call everyth person women racist redneck antifa member ( ) haha pretti common fraud get start call one hilari name',GRP
'funni assum left support antifa even though dislik nazi your still ball',IND
'know your name model',IND
'dickhead thatface_with_tears_of_joy ',IND
'cathol church hous demon',OTH
'juan need check complet control',IND
'funni dildo',IND
'hell liber move california build wall border',GRP
'democrat dont care anyth undermin presid trump peopl better realiz seriou get vote suffer liber',IND
'antifa dont conserv medicar go antifa protest',OTH
'hell left alreadi hate enough black conserv arent like countri comment fight',GRP
'disgust pedophil',IND
'follow maga patriot united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st',OTH
'know whole peopl spit whole bullshit right youll feel respons happen today alreadi damn much know good great love',GRP
'obama never kill chicago everi week chicago ground control law work watch blame',GRP
'# program call nation educ health care major enforc strict control abort',GRP
'suck dick offer insult',IND
'dont fool republican need decid go good peopl # need know kavanaugh go make # first dictat # happen',IND
'begin movement give away mine claim connect took still relev show concern stand anoth bitter begin home',IND
'shit',OTH
'fair point didnt make meme couldnt suck mani counti polit fund antifa black live matter divid peopl tear countri apart',GRP
'viciou step republican defend hear liber respons liar claim republican defend feinstein info real women dont # honor # judg # kavanaugh',IND
'begin & lt & lt & lt & lt bias target conserv censorship conserv & gt & gt & gt & gt # #',GRP
'swear shit real',IND
'“ fuck ”',IND
'someth get realli high qualiti draw realli bore fuck someth',OTH
'dare',IND
'cute girl crush year call funni want throw',IND
'control anti havent seen singl attack that rhetor creat fear',GRP
'polic depart shit cute open',IND
'either liber shame “ anyth ” suspect',GRP
'said nigga round',GRP
'suck loudly_crying_fac “ sick ” face_vomit nauseated_fac',IND
'need light',IND
'democrat havent done anyth cover think solut want control abort control free medic free quit',GRP
'poor babi entir network trust peopl still watch brainwash liber demonrat',GRP
'maxin town loser joke',IND
'kept seat open year fair push kavanaugh nomine american peopl deserv better woman deserv better',IND
'realli cant hypocrisi antifa obviou drunk cool',IND
'care go prison prison',IND
'free speech aliv well social media platform strict opinion libtard',OTH
'wonder victim',IND
'care great deal number peopl die larg irrelev long doesnt look sure blame democrat fit trump lack empathi inabl respons fit',IND
'miss head total lack control',IND
'alway knew biden obama felt conserv shock easili admit wonder hatr violenc left',GRP
'worri “ antifa ” invit known',IND
'shit togeth',OTH
'back rock',IND
'peopl live place moment moment everyth shit feel stronger peopl success educ clean area violenc death',OTH
'antifa much much white supremacist america respons violenc nazi',GRP
'ford parent politician go collud peopl come stori year cant prove senat she reason women hard time life aint easi',GRP
'act spoil brat women need sort help',IND
'fuck',IND
'hell lefti talk anyth stop maga',GRP
'trump promis border wall control innoc live taken',IND
'time maga',IND
'she kill babi',IND
'seem type event occur control safeti debat believ eventu state pass law provid school better protect event occur order push agenda',IND
'cant write away stupid liber',GRP
'exactli sound complet shit mean tell # long #',IND
'sorri break bibl actual ancient religion bibl isnt claim inabl said claim',OTH
'nigga everywher face_with_tears_of_joy face_with_tears_of_joy cant escap time',IND
'embarrass wonder women rape',GRP
'wont hear claim ( year born ) record ( how mani time ) pile shit room ( right # maga',IND
'ugli dumb woman',IND
'liber piss anyon give disgust includ liber bullshit decis',GRP
'fire dead public fake news dont show crowd scare cant stand fire',IND
'think hypocrit evil vote',IND
'realli suck control',IND
'puppet dog children gender term # maga',IND
'physic threaten boy complet slander name wasnt honestli say shit cours said fuck least own apolog death threat line',IND
'asshol ( lie republican',IND
'antifa think stupid told white rais stand “ white power ” thank',GRP
'probabl think hope littl hear hope prove liar witch rest liber',IND
'anoth sick liber',IND
'antifa known nazi never thought iron theyr one call everyon nazi disagre anyth',GRP
'american need realiz rape kill easili environ absolut close border proper vet',OTH
'long biggest appear expos corrupt fake lie',IND
'conveni conserv believ peopl select alway type propaganda conserv belief conserv dont learn think',GRP
'cant wait kavanaugh throw control garbag belong',IND
'coward',IND
'flake flake dont senat door behind',IND
'isnt understand gener popul sort hold cell',GRP
'” beauti peopl ” still dont keep dreg societi support donald trump # maga',IND
'dont support control texa long beto',OTH
'hope whoever get seat kick want someon seat theyr liber worst nightmar everyon look back realli fuck confirm dont protest kavanaugh still protest trump',OTH
'thought dislik anyon father wrong even pathet children must proud father behav # #',IND
'face_with_rolling_ey she claim rape said wont background check anyth found investig someth complain doesnt even know # maga',IND
'watch music video love dumb',IND
'feel face never chang right middl',IND
'conserv want talk scandal realli let start ball let busi chicken',GRP
'know care control done noth help children fight america vote help kid school vote trump lie',IND
'smarter fine punch want wouldnt work actual earn money wasnt gift daddi smiling_face_with_sunglass $',GRP
'honest enforc agenc chines sexual high school funni american citizen didnt qualifi vote # maga',IND
'realli horribl show hundr antifa didnt kill anybodi',OTH
'seriou investig woman motiv behind polit kind shit never done anyon conserv bullshit',GRP
'ask blatant truth control discuss countri crimin fear govern',OTH
'insan antifa democrat violent declar domest terrorist group',GRP
'hell talk threat come control nut made kid',IND
'# hell revers right hell support special interest hell trump hell destroy american healthcar hell favor & amp stop control hell vote right hell violat immigr',GRP
'noth lose',IND
'truth need threaten even moder control propos serious talk',GRP
'shame will ruin good grope accus cant prove theyr liber dont want suprem court justic follow constitut polit shame',GRP
'piss need away face consequ',IND
'hell queen believ less less everi pull your noth lie demonrat # maga # trump2020',IND
'mayb smart enough # tire get unlik',IND
'berni horribl record control “ state ” ” give fuck record horribl there stupid shit',GRP
'come sick liber beast',OTH
'probabl violent liber antifa full forc show much realli care human nope never fall fake garbag long stranger beat hood thug never',IND
'# trump walk toward crowd love moment honest noth actor fake tear call control',IND
'thank bitch believ',IND
'plan 2020 lost mind',IND
'asshol much nerv',IND
'talk court liber want person word abl destroy anoth person life noth back your sick',IND
'hair ask pussi get think tri hide worst # # maga',OTH
'lose entir thing block kavanaugh lean conserv side nomin trump liber play game cant youv brainwash media',GRP
'asham michael moor start term internet call troll think ancient troll come liber guid ignor',IND
'speak noth whistl think fool',IND
'shit',IND
'fuck abus everyon appear yell peopl movi yell peopl think fair',IND
'believ ask peopl vote mental unstabl',IND
'reason liber deport sick',GRP
'fact “ danger line ” hate trump liber activist make year claim complet charact judg kavanaugh shouldnt question total scam liber turn confirm jerri show',IND
'joke funni person say doesnt realli hate white christian that nation past time liber day funni loui farrakhan crowd racist crap',IND
'1001 ',IND
'much jail whole famili # crimin',GRP
'game #',IND
'thought werent funni lack comedian',IND
'go start paint pictur social control everyon',IND
'liber vile viciou disgust',GRP
'plain stupid think she come next public make tori polit come',IND
'hilari liber think there use senat rule keep nomine vote bring someon accus nomine sexual assault year show',IND
'“ liber ” minor republican brain cell rock',GRP
'satan',IND
'need leav shit past tweet liter made',IND
'alway imagin patriot that traitor ration clearli deep state state swamp whatev wish call see & amp elect # maga',GRP
'carrey shut good',IND
'didnt think sorri true obama screw american peopl',IND
'time press feder crimin charg eric holder swamp scum',IND
'suffer fool peopl lazi read learn',GRP
'lose believ speak well part crook trump done presid',IND
'control work chicago militari access assault weapon ignor still work chines',OTH
'your fuck idiot',IND
'sick individu dont care pope trash pick sick bring justic',IND
'thank stupid celebr event serv help republican 2018 2020 elect # maga',GRP
'better watch moron hand least accus sexual harass charg affect skin like',IND
'compet worst presid',IND
'real life cartoon charact love respect shit keep',IND
'gain understand hatr endors put # maga express ignor platform put your go hatr return',IND
'biggest thing fail everywher',IND
'gon na',IND
'girl bitch',GRP
'read right that say believ still stay go anywher even doc releas public wont cover media nobodi know',GRP
'believ side terribl doesnt honestli look conserv',GRP
'live conserv liter tri argu right caus western civil use fall exampl somehow want pretend didnt',IND
'hitler proud david',GRP
'kill land earli sit offici late look go miss connect suck',OTH
'call neg live brain constantli battl creep',IND
'chicago alreadi control law countri democrat want disarm abid citizen crimin alway gun',GRP
'liber dont address insult attack',GRP
'mani bring fight end case state cant stomach match level everi know',GRP
'nice true life trump hater funni thing trump done everyth good american america anti american trump amaz peopl trump evil liber democrat & amp band hater antifa blue wave',OTH
'tell antifa shit drop less better',IND
'damn ugli',IND
'either crazi stupid straight lie peopl return polici',IND
'realli talk nonsens talk bibl',IND
'tactic left actual tactic use decad playbook right democrat socialist today antifa # # maga # qanon',GRP
'awesom plan next gon na pull money medicar & amp detail watch stay “ never time ” # maga',IND
'kind feel antifa mayb',GRP
'still though confirm done though',IND
'holder prison',IND
'your say offici suppos back everi violat rule silli argument line call that say didnt thrown thrown',IND
'pre trump right releas doc prove investig bias almost later mueller noth trump presid occur liber',IND
'pathet',IND
'shot call control research uneth',OTH
'loui call said great parrot idea ( mean origin thought actual puppet )',IND
'kind mean woman say pretti young ugli never look thing make look jealou hater #',IND
'shit doesnt feel real life dont begin',IND
'liber truli stunt absolut disgust',IND
'think donald trump disgust disgrac shame think much puerto rico fail failur call presid noth talk puerto rican doesnt understand',IND
'# speak fill holi',IND
'democrat bring back nazi tactic nazi brown shirt form antifa',GRP
'bono attempt mass later life certain guess bono made clear thinking_fac thinking_fac',IND
'teacher rememb young mind',IND
'moor alleg past # # maga tell beyond year jeff hand head cook rabbit rabbit rabbit',OTH
'come',IND
'anyon expect anyth less fool incompet hair fire lib cost peopl live blame pre trump',IND
'cunt who',GRP
'lmao dumb pile said give cancer',IND
'first one call rob peopl freak stupid face_with_rolling_ey',GRP
'dont feel sorri even hide amount dumb kid keep donat watch play game',IND
'screw keep shit honestli face_with_tears_of_joy',IND
'bitch',IND
'crazi thing liber blame trump unhing blame everyth presid',GRP
'think found',IND
'social proper everyon know white trash littl money know make everyth alway embarrass',IND
'side white supremacist shouldnt hard side wrong side stop tri antifa white supremacist make look white supremacist',GRP
'shit nigga told seen snake size tire lmaoooo man_facepalming_mediumdark_skin_ton man_facepalming_mediumdark_skin_ton man_facepalming_mediumdark_skin_ton man_facepalming_mediumdark_skin_ton kind shit',GRP
'girl call tryna call ugli show ugli',IND
'youd know isnt women democrat dont call justic women assault democrat evid & amp polic report youd know dem demand conserv found guilti upon accus youd know polit',IND
'right nerv bitch antifa',IND
'legisl common sens control racist rhetor',GRP
'democrat doubl side hypocrisi # maga # confirmkavanaugh #',OTH
'texa doesnt need liber everyth liber touch turn crap',OTH
'# metoo ruin hate demon democrat weapon disgust ruin everyth touch # # maga',GRP
'unfortun real democrat feel black social make citizen slave govern conserv never happen kind treason amend',GRP
'tell minion say rest world differ thing keep rape kill stupid liber think dont taken lie next year india',GRP
'hell yeah',IND
'risk',IND
'democrat becom despic bottom lie liber along make sens',GRP
'right stop repli anymor nonsens go keep follow other danger societi biggest fake go prove rest antifa bloodi danger',GRP
'trash',IND
'breatg kpop stan nigger ',GRP
