@relation Train
@attribute word_tokenize string
@attribute subtask_a {NOT,OFF}
@data
'want want rose question challeng wait respons',NOT
'control singl import natur right protect constitut attempt freedom radic simpl ( and didnt even invent nonsens word )',NOT
'theyll never enough antifa even know librari think smiling_face_with_smiling_ey',NOT
'hope',NOT
'conserv love matter stupid make look',OFF
'caus sweet nigga',OFF
'# guncontrol control truli control learn understand control conceal carri cours spend enough time rang firearm learn control truli',NOT
'disgust',OFF
'young ladi room boy # # # confirmjudgekavanaugh # confirmjudgekavanaugh # # boycottnfl # boycottnik # maga',NOT
'blame rush feinstein month parti drove timelin purpos live hope someon accus someth watch entir life work disappear person famili rememb',NOT
'think write intellig commentari host msnbc fake liber corpor blind spot',OFF
'think know matter kind fight reserv judgement monday definit your come # maga # kag2018 # kavanaughconfirm',NOT
'‘ are go listen differ song',NOT
'unless knee',NOT
'okay go watch block season smiling_face_with_heartey',NOT
'trump 2020 merch made china maga # # trumpsarmi',OFF
'liber rule liber accus sexual assault rape attack acc ( keith bill clinton rule republican accus attack prais',NOT
'faith go last battl legend tell thumbs_up thumbs_up thumbs_up thumbs_up',NOT
'theyr wast money dont read book conserv dont read',NOT
'thank tweet give call',NOT
'poor',NOT
'hope found best wish famili',NOT
'awesom united_st heart_suit smiling_face_with_sunglass backhand_index_pointing_left thumbs_up magaunited_st heart_suit united_st united_st thumbs_up',NOT
'liber accus fals case hide right',OFF
'believ soro main financi socialist organ antifa protestor paid',NOT
'realli consid type control',NOT
'whore book publish looney liber',OFF
'# quebec # elect # liber promis # money # electr car',NOT
'sound doesnt need everyon think open door short moment panic pull shot think made stay calm situat',NOT
'conserv look approv sexual assault victim shame endors polit agenda hatr held account dont sign name held account lie',OFF
'probabl get paid assur wont call fake idiot destroy canada refuge time',OFF
'sister perfect wife love respect husband alway love grab grind',NOT
'convinc there hell liber type conserv real convers vice versa either admit whack commi scare shit everybodi time start talk',OFF
'finish',NOT
'obvious antifa threaten forc continu',OFF
'drunk rape fault drunk rape isnt fault said except cri liber make stuff guy laughabl',NOT
'candid clearli state polici propos involv ration control elect wont trump done deceiv america',OFF
'conserv argument stretch meant incit emot school shoot statist peopl hear school shoot without read meant think parkland begin predict control someon',NOT
'dont forget',NOT
'origin discov #',NOT
'complet agre grew around gun plenti respons owner fulli support strict control law absolut',NOT
'shoot star pretti',NOT
'epitom left goe dont peopl # walkaway',NOT
'doug ford think cart make whatev chang benefit person satisfi need peopl toronto shame democraci',OFF
'antifa fill street kavanaugh confirm',NOT
'# kavanaugh control rais resid danger area violenc call live hill',OFF
'well closer lincoln',NOT
'turn loos happen citi peopl give democrat name risk entir popul atlanta wonder citizen well ballot',OFF
'rude mind pill fight salari fight salari lost',NOT
'aaron bare last year episod sent town week robert stori white',NOT
'liber probabl need cultur awar troll',OFF
'credibl accus antifa whistl heard cock load',NOT
'good woman shut liber realli believ spoke receiv letter',OFF
'sorri excus hope district vote need nose brown never clean',OFF
'ladi nail down_arrow “ brexit seem unleash angri ” unless moder # stand & amp fight sensibl moder brexit ( for that risk becom # parti reject moder & amp replac corbyn',NOT
'doesnt bother alway believ stori father part',NOT
'perhap gone eye',NOT
'sell nation',NOT
'antifa maxin',NOT
'figur & face_with_tears_of_joy',NOT
'seem brainwash',OFF
'patriot accord left',NOT
'graham wrong side histori',NOT
'sarah women trump cabinet includ yeah dont count democrat liber #',NOT
'know verg educ data',NOT
'guess “ ” broadcast',OFF
'scari stuff dedic prevent peopl access resourc crisi',OFF
'truth',OFF
'democrat hate',OFF
'theyr',OFF
'antifa democrat',NOT
'block ass',OFF
'alreadi exchang',NOT
'look keep move woman_facepalming_medium_skin_ton',OFF
'bt1100 malfunct ',OFF
'scare loos',NOT
'righteou mind requir read high school part book exactli problem conserv shapiro think everyon believ make choic ration principl',NOT
'burn nike gear everyon know done buy nike oop conserv one buy nike one make money there middle_fing nike',NOT
'well said sorri wrong absolut comparison',NOT
'peopl act thinking_fac thinking_fac',NOT
'first person anim',OFF
'yeah bought tire face_with_rolling_ey',NOT
'',NOT
'make crap know want abolish dont believ rich peopl one get break bankrupt medicar total nonsens much trump',OFF
'wouldnt becom issu suprem court that fact show liber',NOT
'test thought obviou answer wouldnt even want consid snowflak border protect releas child pedophil child doesnt care',OFF
'libertarian weed smoke conserv women make choic hmmm sound good almost modern age conserv parti',NOT
'injuri grinning_face_with_sweat',NOT
'threw mouth # lockherup # maga',OFF
'bono idiot',OFF
'bitchc uwu ',OFF
'fact equat smoke sexual assault tell everyth need know complet come basic human decenc presid',OFF
'control stop violenc',OFF
'liber peopl',OFF
'mental disturb',OFF
'european liber conserv must stand togeth popul',NOT
'mani public hear includ facebook ploy',NOT
'detect mean guess work togeth',NOT
'someon cours',NOT
'control never sensibl',OFF
'star movi drama seri imposs notic handsom look lie defin conclus english common work languag cooper develop',NOT
'# liber scum earth absolut treason',OFF
'thank love beauti purple_heart purple_heart',NOT
'theyr deliber minion problem solv couldnt give monkey',NOT
'one lose challeng reason control measur unconstitut law # parkland kid help pass',NOT
'liber shout hang mouth open jaw',NOT
'excus liber lose desper racism sexism russia gun rich vote democrat america doesnt need loser leader',OFF
'master twist word mean',NOT
'liber wouldnt know first thing “ do right thing ” rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh middle_finger_mediumlight_skin_ton middle_finger_mediumlight_skin_ton middle_finger_mediumlight_skin_ton middle_finger_mediumlight_skin_ton middle_finger_mediumlight_skin_ton',OFF
'decept dirti trick happen refus stole scotu seat obama conserv love fight dirti foul other call play right back bunch pussi # # resist',OFF
'censor conserv',NOT
'make sens “ antifa ” word antifascist nazi hitler fascist definit mani socal tend fascist view trump listen socal left fascist',OFF
'steel batman superman suicid squad bore justic leagu man_facepalm keep wonder woman someth time travel timelin someth',NOT
'tire violenc long unfortun allow lobbi issu mani owner support basic common sens control wouldnt know lobbi',NOT
'civil polit democrat physic brown shirt antifa',NOT
'everyon opinion independ articl agre say student bot dont twitter name doesnt mean havent done deepli import research',OFF
'good busi gun sell peopl bring control keep great work gun',OFF
'sound fisa court problem united_st # magaunited_st united_st # united_st # build',NOT
'feinstein refus follow # kavanaugh situat prove # democrat bulli tactic smear candid & amp delay proceed withdraw sick # walkaway # maga',NOT
'dem want stand kavanaugh exactli address sexual slush fund cover # maga',OFF
'ugli tri make relev lie rememb say confess casey never happen accord bodyguard room shouldnt enough question moron credibl',OFF
'thrown train',NOT
'# florida watch group',NOT
'bitter obama serious worri obama head corrupt',OFF
'show other great leader front line sacrific face_with_tears_of_joy',NOT
'know fire think hammer pant walk find',OFF
'wouldnt mind see antifa doubt bait either',NOT
'desper liber look # spygat #',NOT
'member antifa though sure',NOT
'year texa t800 skin sent kill sarah parent farm born sara play fight t800 win hold defeat t800 suck futur explain t800 model look',NOT
'recent ad royal high look someth town',NOT
'free speech antifa & amp tech giant',NOT
'look femal mayb',NOT
'cant call without bitch',NOT
'none control proven failur mexico rather need moral teach school mental health system',NOT
'tina she hate conserv',NOT
'& amp husband hypocrit right control realli want give gun & amp husband keep gun',OFF
'children seen heard',NOT
'hope entir polic depart get shut f*ck feel your incap hold account break undermin everyth polic offic & suppos shame',OFF
'alright someon dumb enough deserv cant wait hear first antifa idiot blown away tri steal someon stand ground state face_with_tears_of_joy',OFF
'term she run show kavanaugh confirm hear delay liber want someth face_with_raised_eyebrow',NOT
'jack kid stupid enough court conserv show campus back there',OFF
'conserv whine fix',OFF
'must antifa style dont know decent moral look',NOT
'# tori # labour # ge2017 # conserv conserv theresa_may first made person mission broken hous system much govern',NOT
'bunch liber cant deliv',NOT
'talent make paper face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy',NOT
'liber give doug ford stand caus “ ” grinning_fac',NOT
'minut truth control',NOT
'alway tori',NOT
'happen conserv show interest requir regul prevent thing what right commun short term profit',NOT
'& person univers beauti hair first actual nice meet absolut',NOT
'liber youv brainwash think # # walkawayfromdemocrat',NOT
'that read keep best mani look light head high foot front',NOT
'canadian canada',NOT
'good woman',NOT
'hope',OFF
'real conserv step',NOT
'argument liber forc water steel brain process heal seem imposs dont wast preciou time word reason peopl',OFF
'conserv differ',NOT
'believ peac shit deserv star # maga bless united_st bless presid trump',OFF
'love intellig girl know young',NOT
'nut',NOT
'known wouldnt show accus dem playbook peopl start understand radic taken parti # confirmkavanaugh # maga # wednesdaywisdom # forttrump #',OFF
'your host least nomin prize dont',NOT
'delet tweet peopl cant person attack interact nose respond kind languag clearli familiar',NOT
'face_with_tears_of_joy extra',NOT
'she confus poor struggl socialist',OFF
'someon tell dumb republ',OFF
'black_heart fuck worthless bastard pile trash mental gun street degener',OFF
'wrong',NOT
'give break',NOT
'trump peopl student teacher let even talk thing major american peopl expect healthcar & amp control noth',OFF
'affili parti dont care innoc your parti work',NOT
'carter worst term presid pass titl first black racist presid kinda black davi',OFF
'everybodi critic # potu deal still wake tomorrow morn',NOT
'wont abl make million homeless beg street peopl live wood rich # conserv # christian # # maga # #',NOT
'cours',NOT
'enough slow stop fear eye leak go nowher desir',NOT
'what differ antifa brown shirt noth',NOT
'today happi succeed work award tri wish mani award life begin journey lot thing achiev congratul win award dear',NOT
'hate polit # cnn despic liber treat judg kavanaugh sort serial rapist theyv captur last # redwav # # innoc proven guilti',OFF
'# pleas ridicul “ gun control ” bill shot',OFF
'antifa group nazi soro forgot',NOT
'pictur # antifa protest',NOT
'pathet noth wall mexico think liber threaten repub away around',OFF
'usual countri peopl kill gay religion advis point antifa beat matter america help countri effect hate america',NOT
'make liter everyon true mother',NOT
'dick drunk real deal',NOT
'didnt even watch liber high hors',NOT
'think comrad',NOT
'normal need good mental check',NOT
'# illinoi # chicago strictest control gang drug kill field',NOT
'lose dick fuck around know caus alreadi ladi look stay silent like fuck around knew hurt date',OFF
'defend offend show dont wast time type',OFF
'your exactli antifa your radic influenc radic anyon disagre pull straight hitler playbook nazi fascist look behind',OFF
'right liber listen doesnt matter taxpay want trudeau listen mayb islam noth',NOT
'good jimmi market share',NOT
'state medic help',NOT
'pleas whatev youv smoke that qualiti shit your come',OFF
'isnt marri daughter hell sport maga time',NOT
'flag',NOT
'case',OFF
'worth keep win',NOT
'crime mean chicago citi highest control countri take credit black everyth fell obama cage brown famili clinton bush obama worst extent thier illeg whatev',NOT
'violenc advoc control',NOT
'neither side antifa stay famili dem clean bastard children perhap clarifi support',OFF
'whole thing start',OFF
'dude',NOT
'predict brother love break cell beat roman till pass win brother love turn brother love make return drew',NOT
'proud deserv florida associ behavior public servic award # # leadership #',NOT
'celebr readi give second chanc convinc liber evil must defeat',NOT
'left daddi tell stay even wont anyway there hell soft respect right play game',NOT
'dont multipl anxieti',NOT
'think smart dont think',OFF
'spartacu',NOT
'jack credit openli acknowledg cultur within compani hostil conserv question go',NOT
'mayb live mayb conserv',NOT
'argument made assault decad complaint kavanaugh lie current ongo enough vote align trump handl accus',NOT
'thought control record gun countri law control border safe',NOT
'let hope get wors',NOT
'that dead realli call complet',OFF
'say play amount get paid sorri',NOT
'isnt finest moment shit knock tweet away',OFF
'show emot realli queen heart love',NOT
'dont believ grip rifl even purchas although probabl want sensibl control law anyth purchas defend',NOT
'realli hope good best luck',NOT
'cant argu',NOT
'congress away constitut realiz congress took away control law threw articl constitut control law come',NOT
'funni idiot liber seem forget presid shit haha',OFF
'drew carri piec canadian',NOT
'dead',OFF
'keep incred person',NOT
'& amp block',NOT
'thank much spent hour talk hate',NOT
'# boss happen good vote gone vote save peopl vote',NOT
'blame trump that good peopl puerto rico puerto_rico',NOT
'think import your import',NOT
'boycot nation fool leagu',NOT
'alway eddi pick tell get',NOT
'wont happen comfort golden',OFF
'peopl floor cross opportunist ahol deserv get independ join conserv spot conserv candid think feel role',NOT
'care prohibit hope fold cheap tabl wonder spoil huge salari cant made wont & amp fail bank',OFF
'amaz liber theyr desper',NOT
'reason ford receiv threat liber expos ask anonym',NOT
'pull smith show belong alway look go buri seem wonder attitud hold back',NOT
'babe love thank haha',NOT
'post homicid ( & amp violenc ) rate increas decad implement control law homicid recent drop ( signific measur ) polic demand arm',NOT
'100 % agre republican must allow individu dictat rule countri hold # # walkaway # maga #',NOT
'aint pussi good enough broke',OFF
'paid attack credibl anyon critic accus trump wrong paid polit disguis journalist hack',OFF
'say realiz might actual mean slap say face hurt',OFF
'',NOT
'ostrich ',OFF
'right dude born berkeley theyd antifa',OFF
'fuck',OFF
'fuck yeah',OFF
'anyth russian collus crime knew one cop save curiou none self righteou problem & amp crime lie hypocrit',OFF
'billionair make donat democrat dont help advanc left wing caus simpli caus democrat interest billionair republican regardless absurd conspiraci theori alex jone tell liber',NOT
'go wrong',NOT
'',NOT
'didnt said sure fine peopl side disagre left peopl think conserv racist antifa terror group use violenc innoc peopl think differ',OFF
'seriou your idiot hate scum earth',OFF
'bill silent control year noth dont monday morn littl late',OFF
'# # wait # lie dem need time scrub vast amount ford antitrump social media rant coach keep stori consist # democrat # liber evil mental sick # confirmkavanaugh',NOT
'must hard live',NOT
'anoth domest violenc crime welcom california violent state high amount control law peopl legal abil defend',NOT
'next decad cant pretend hous lobbi give billion everi year # conserv',NOT
'well “ christian ” face_with_rolling_ey',NOT
'quit call liber call socialist democrat',NOT
'numer jewish group come denounc tool smear corbyn welcom googl jew agre',NOT
'leav turn stori lib critic piec conserv',NOT
'liber judg guilti even proven innoc #',NOT
'disgrac parti claim stand side conserv want make name anybodi cost',OFF
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy liber realli nut',OFF
'agre guess dem say theyr worri octob surpris fisa doc releas lead united_st maga',OFF
'work fine',NOT
'look antifa',NOT
'youv lost mind shit',OFF
'# maga much',NOT
'delud # trump interview 9/11 build ]',OFF
'slip',NOT
'brexit split conserv labour remain subject split across union danger sure unit vote final remain meanwhil listen option',NOT
'believ serena cheat even manag admit break rule finest hour first temper tantrum call umpir thief cross line apolog',NOT
'prayer red_heart folded_hands_light_skin_ton miss',NOT
'mean logic behind claim mean liber felt abus women that essenti say conserv right right',OFF
'whole republican control nonsens final rest',NOT
'georg said believ true situat someon believ hero stop conserv appoint that liber justifi everyth includ violenc',NOT
'shit dead',OFF
'wan na smoke weed dont unlik confid dont need govern tell past alway volunt tax liber first complain other follow',NOT
'woman guarante want slap shit total disgrac dumber rock',OFF
'cheap cheap bibl quran realli gut',OFF
'better extra done deal united_st',OFF
'omfg face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy right face_with_tears_of_joy',NOT
'holder evil hate danger real racist absolut hate white peopl & amp obama contribut race riot admin',OFF
'what bitch bang wasnt mistak excit',NOT
'disgrac need resign citizen counti need start recal gener elect wait 2020',OFF
'dont know dont realli care',NOT
'suck # win # maga',OFF
'see',NOT
'still cant read take fuck minut process cant digit click',OFF
'georgia want moral degener student',NOT
'influenti mani japanes british act influenc mani foreign act work produc tour record europ japan legend award',NOT
'effect crime that resign year sign allow begin clinton corrupt administr love control mean lose elect',NOT
'didnt without antifa',NOT
'shit get hand',OFF
'“ gun control ” wouldnt matter',NOT
'tri shape opinion # wors read comment fail miser # maga # greatawaken # thestorm # wethepeopl # wwg1wga # draintheswamp # # # fakenew # qanon #',OFF
'stronger control better leav gun easi access control isnt skull',NOT
'welcom dear smiling_face_with_halo smiling_face_with_halo',NOT
'excel antifa member room challeng',NOT
'antifa stone buy silli string',NOT
'sure advis everyon must face_with_rolling_ey',NOT
'realli dont ask oblig love rememb alway home',NOT
'tri perhap connect happi',OFF
'fight control control',NOT
'understand regul work understand govern cant control everyth understand regul stop busi growth trump isnt polit correct what right america',NOT
'wonder # # wwg1wga # qanon # maga',NOT
'tell # wethepeopl # thegreatawaken # maga # wwg1wga # qanon # walkaway # # midterm # confirmkavanaugh # fisa # economi',NOT
'hungeri ',OFF
'“ fast furiou ”',NOT
'conserv realli need come someth better excus besid hillari clinton never defend either clinton trump base assum one clinton that ignor',NOT
'realli consid conserv knock door talk peopl quebec ask conserv presenc theyr well known send make conserv known',NOT
'pick',NOT
'america first # maga magic',NOT
'die slow death shame',OFF
'great inform husband thank mani diagnos almost dont seem made much progress time learn thank',NOT
'antifa turn',NOT
'good know there alway second option',NOT
'rino mccain arizona',NOT
'liber hold info case presid trump declassifi fisa document fight fire fire',NOT
'republican weak best',NOT
'good peopl side white supremaci good peopl side donald trump media purpos ignor side remov histor noth antifa',NOT
'time peopl power hurt peopl abus power given trust # maga # qanon # wakeupamerica',OFF
'brown need class # maga need kick pant',OFF
'remind tri chequer water back good enough appeas good look',NOT
'sick puppi normal teen boy dont attempt rape behavior prob isnt behavior',NOT
'basic say code even though nevertrump spoil littl rich girl want date mark hope wife famili okay stand endeavor',NOT
'america better swamp',OFF
'disgrac unit state america',NOT
'wind',NOT
'behavior never accept',OFF
'even reason last thing want everyon harass shit alreadi griev cmon dude',OFF
'nomin still award vote super host #',NOT
'jame control enemi land',NOT
'poll liber conserv number revers trudeau destini continu opposit',NOT
'mani liber seem love fire shot alli 2016 berni support call uncl support hillari made argument shade hope dont block respect opinion',OFF
'still excus parent use & amp use',OFF
'sorri feel sick hope better soon',NOT
'send resist antifa member along democrat parti want anyway',NOT
'definit liber danger clown_fac',NOT
'well shoot shot',NOT
'deepstat nuke head citi # # # # lbc # # # # brexit # remain # london # # news # breakingnew # # labour # tori # trump # # ukip # conserv # christian # qanon',NOT
'anoth common # # maga feder court hand victori student su educ secretari effort protect fraud colleg',NOT
'interest state illinoi clown_fac',NOT
'address lost offer issu pleas commun manag pleas tell what offer full consum',NOT
'liar doesnt even rememb say right',OFF
'anoth poll # fakenew',NOT
'sucker pay earli access game theyll hate week',OFF
'stupid whole level',OFF
'well control fight past year',NOT
'part problem racist wan na address',OFF
'much promis money govt took back million promis afford home stop right creat # littl late',NOT
'control hand',OFF
'anoth nail coffin',OFF
'alon',NOT
'live & amp pay vote elect promis vote conserv 2015 manifesto vote leav broke elector spend & amp polic involv russian paid aaron bank & amp campaign',NOT
'senat suprem court grant much power # tcot # maga # rednationris',NOT
'what point say control isnt protect children someth might happen adopt style cultur',NOT
'theyr liber',NOT
'nobodi voic opinion countri louder conserv fuck',OFF
'love beauti bitch',OFF
'trust',NOT
'didnt time delet radic leftist tweet',NOT
'# # cpc conserv ninja # opinion meet bernier',NOT
'useless hope plenti paper towel cant grown',OFF
'serena constantli berat game even said never work match third warn complet justifi saint champion lost cool badli',NOT
'touch realli',NOT
'stay safe inspir practic skill show',NOT
'babi brennan dont secur clearanc lost brennan',NOT
'hmmm almost control law dont work mean must someth gun problem',OFF
'lmfao antifa babi give back',NOT
'dead parti',NOT
'session deep state rino',OFF
'true babi babi',NOT
'bitch',OFF
'coward goe countri peac human perceiv weak love putin “ tough guy ” high school want tough bulli soul',OFF
'funni liber love presid face_with_tears_of_joy united_st',NOT
'joke dress full',NOT
'lie # maga # makeamericagreatagain # theresist',OFF
'absolut think',NOT
'friend left bright young ladi',NOT
'republican dont believ expand govern conserv want govern fake treason fraud enjoy russia',NOT
'least honest want nationwid give credit place show control work environ control access cours control work access place metal detector',OFF
'didnt sound bitter main messag recal american valu peopl quit complain vote',NOT
'pretti sure conserv take rightw govern want make mandatori',NOT
'jeff think follow mccain good idea known traitor walk away demonrat resist parti liber evil confirm kavanaugh',OFF
'tri hard creat racist agenda',NOT
'last thing parent need learn liber ethic rais child',NOT
'epitom class class',OFF
'go commun custom',NOT
'absolut right',NOT
'trump border control agent serial killer # maga',NOT
'thank',NOT
'fuck god',OFF
'didnt want play face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy',NOT
'definantli ',NOT
'save unit state happen second time hope voter learn lesson first time',NOT
'',NOT
'side still want believ trust rememb broken promis rememb treat student answer vote power #',NOT
'support control target black panther defend black polic brutal',OFF
'that southern california consid central california great control law work isnt',NOT
'base god sake',NOT
'want proven time time give inch reagan made deal said sign bill first back reform',NOT
'realli know know gon na make humbl',NOT
'republican fall right line seriou accus must vote hear mani republican interest conserv',OFF
'“ best peopl ” # maga',NOT
'angri yell young peopl realli wouldnt care unless dress charact',OFF
'evid trump didnt collud russia said',OFF
'pass sexual assault year come forward shut brave victim year report democrat # fakenew women fake need protect # maga # trump # wwg1wga # qanon # kavanaugh',NOT
'think right',NOT
'tweet delet',NOT
'never straight answer control group question',NOT
'weird',NOT
'look antifa recruit center welfar offic mayb thought',NOT
'# persecut # conserv ignor crimin # democrat reason peopl call # cnn # msnbc # fakenew',NOT
'# result ballot clear prime minist listen elector get best deal britain united_kingdom',NOT
'conserv vote promot freedom get govern live deep state dem vote trigger mass shoot scare peopl vote right actual defend taken away',NOT
'# tori # labour # ge2017 # conserv conserv huge impact build afford home thousand peopl across countri desper need david chief execut nation',NOT
'let hunt face_with_raised_eyebrow',NOT
'wherev place black_heart black_heart',NOT
'# war conserv # war unborn babi # war educ # war civil',NOT
'made loudly_crying_fac fire fire babi wherev readi pregnant caus loudly_crying_fac fire',NOT
'noth happen behind close door left month later none ariana busi respons',NOT
'destroy chanc adopt tonight look friendli children good femal cat pick last night hope someon step tonight',NOT
'anyth wouldnt state run feder offic think texan illeg claim govern offic send summon money # maga # texan',OFF
'current help custom help',NOT
'mere legaci',NOT
'she liber disagre thing determin terribl person rememb liber talk high hors superior moral',OFF
'reason',NOT
'antifa goal want fear',NOT
'thank miss anyth know suppos love',NOT
'anti trump she racist race baiter better alex jone crazi',OFF
'follow double_exclamation_mark # nra # # maga',NOT
'need look twitter feed littl closer neither republican racist that thing liber peopl dont agre hillari clinton evid alreadi present obama gave pass',OFF
'somebodi room',NOT
'texan certainli shape parti better',NOT
'citi peopl dont fuck doesnt quit ring',OFF
'give shovel',NOT
'dana polit feinstein number goal control look california track record go confirm',NOT
'dont want accept result elect welcom leav countri make happi fear monger enjoy poster nation histori',OFF
'cours anthoni',NOT
'said conserv passion complain deficit drive speed dump truck suddenli subject that thought conserv complain well',NOT
'life',NOT
'she gorgeou',NOT
'silli rabbit rabbit law rule arent liber',OFF
'funni scare pig plot next children book',NOT
'cri pouting_fac pouting_fac',NOT
'threaten ploy sympathi attack conserv',NOT
'littl note bibl read that ) say holi spirit fight devil claim holi human holi way ) dare blame devil name pope fals prophet',OFF
'call certain seem annoy joke ” make better',NOT
'dont think polit',NOT
'cant leav fast enough “ conserv ” caus much frustrat among # rino presid',OFF
'trudeau claim conserv didnt instead busi last year # # #',NOT
'liber alway play victim',NOT
'least know presid obama',NOT
'secret wont sponsor trump hope realiz much crap trump sold antifa',OFF
'time liber think go tune head cheerlead realiz latest noth back miser exist eat monkey ( not racist ) watch netflix',OFF
'alway trump & amp conserv stop watch american & amp go movi discov wonder foreign televis show mani favorit & amp alway good read & amp music & amp creativ endeavor',OFF
'# mean expect outrag conserv burn children protest bird alway thought littl someth go',NOT
'well liber socialist made drug addict fashion “ free ” suppli bout face ongo suppli cost forc loser',OFF
'hillari condemn kavanaugh bill clinton respond',NOT
'say antifa member',OFF
'million conserv march poll',NOT
'# $ liber societi bottom #',OFF
'# westminst # tori absolut pathet # appeas angry_fac angry_fac angry_fac',OFF
'scari super experienc knowledg member antifa match # sarcasm seriou question left leader manipul youth group form take advantag abus weak',OFF
'liber',NOT
'youv nerv point finger state murder rate how control work',NOT
'anoth typic liber control use hate bulli',OFF
'listen dana show podcast',NOT
'dont buri lead noth control law everyth demograph citi',OFF
'thank daughter futur',NOT
'pretti perhap shed tear',OFF
'that answer “ shut fuck join antifa punk',OFF
'control isnt solut though',NOT
'there murder death state strictest control ignor fact make',OFF
'victim demand drag confirm hear refus particip come violent liber antifa parti hood beat total stranger & amp fund dem violent parti & amp want believ care',NOT
'meet like # believ lie told daili # walkaway talk commun color # understand minor rememb eat',OFF
'start game dont worri get start chang faith brown winner noth current starter back',NOT
'useless hard comedian love preach hate much hate love presid mayb must dream',NOT
'funni compar satan',NOT
'endors catch blow fuck boot dont worri strict instruct',NOT
'get endors nation largest control group',NOT
'democrat longer care bout constitut law illeg drug rapist muslim antifa lgbtq anybodi hate crazi',OFF
'california strict control law almost crimin dont care law',NOT
'suck unreal',OFF
'back logic your go confus liber',NOT
'go away elect united_st united_kingdom # maga # mega',NOT
'buck',NOT
'much alon whole worst enemi type deal',NOT
'someth went tri cover lame stori thought hous ” obvious blatant',NOT
'dont liber want lower vote',NOT
'here anoth looney left person away',NOT
'destroy life file case father go court summon alreadi stretch seem done someth wrong polic shld matter forward whoever guilti shld punish',OFF
'say wake sleep gon na trump need asap',OFF
'life born control health insur everyon',NOT
'relev whatsoev might well know someon pack smoke pack beer dipshit garbag',OFF
'pope',NOT
'must site think real antifa grinning_fac',NOT
'dont anymor excus fuck meme',OFF
'mueller prove judici system weapon democrat special council charg republican play game republican special council charg democrat right ball court republican maga',OFF
'folded_hand liberia',NOT
'serial rape didnt seem problem liber bill clinton hillari enabl figur hypocrisi',OFF
'still ignor',OFF
'hate speech # maga drain swamp',NOT
'funni problem sleep congress',NOT
'justifi death racist & amp bigot theyr excus well weed crimin & amp deserv murder wait till excus start',OFF
'pope complicit make mistak anyon harm child',OFF
'least experi though 2000 born miss great decad wors shit show',OFF
'trump lie grown danger mother jone truth # maga doom',OFF
'answer antifa democrat sens decenc remain',NOT
'kavanaugh given great number account mute maga side blue wave side seem nobodi stop think argument help side harm',NOT
'cult religion',NOT
'vote comment white meant show white liber ignor fact make blanket vote & amp turn critic biden opportun lectur safe state must vote',NOT
'seem christin ford antifa member wipe social media account involv leftist california',NOT
'next conserv think shouldnt investig interest actual justic',NOT
'parti caus start jerri moral major form align social conserv rather stick fiscal conserv platform parti grew',NOT
'wish short tall size',NOT
'liber drink koolaid live bubbl think peopl look',OFF
'',NOT
'fuckin poison group peopl soon someon hand find anoth compani work lem',OFF
'conserv quit rather fight betray everi claim con patriot & amp fight constitut reveal extrem & amp defeat dem know stick togeth histori prove',OFF
'fake news spew lie patriot voter approv kaepernick socialist nike face_vomit fire',NOT
'wouldv vice presid kain antifa',NOT
'easi get point without negoti goe get accus feder liber hate good polit',NOT
'anoth “ perfect ” teacher',NOT
'right make antifa burn school attack peopl deal realiti',NOT
'let stretch bitch',OFF
'pope dope',OFF
'thing goe show total result control crimin corrupt cop gun mexico averag citizen complet merci',NOT
'yeah offic want watch career',NOT
'name justic demand innoc',NOT
'say deepli religi religion satanist religi peac',OFF
'# interest document behavior conserv',NOT
'amaz red_heart red_heart red_heart alex',NOT
'fuck detect attitud text bubbl',OFF
'go backfir guess feinstein fix retir sink',NOT
'dont recal presid take random question long period time answer almost everyon liber accus king tyrant pretti',NOT
'perhap forgotten',NOT
'chelsea clinton ( )',NOT
'thank america respect # maga # kag2018 # voteredtosaveamerica',NOT
'twitter account follow',NOT
'everi right exact wrong side argument',NOT
'conclus say paper know experi blindli believ news say cathol everi word pope',NOT
'make sens # qanon # maga # walkaway',NOT
'shit',OFF
'want',NOT
'desanti maga commerci',NOT
'fuck kill late face_with_tears_of_joy',OFF
'grew never obama thou celebr troop made much money theyr build bigger total modern',NOT
'care never total',NOT
'usual poll poll ask question',NOT
'problem peopl read shit cunt alreadi think redneck retard alreadi support believ fake news',OFF
'surpris fast reagan pass control cali black panther arm',NOT
'draw straight line think truth lie # kavanaugh treat # right wall good refuge terrorist # racist revers racism real disrespect # maga',OFF
'hope full hole smell shit',OFF
'game make feel your describ realli make feel your fuck whore',OFF
'crazi #',NOT
'mean exactli conserv attack current victim',OFF
'suggest fall certainli support liber democrat agenda read tweet right vote united_st',NOT
'awesom everi antifa',NOT
'say she republican lincoln reagan support control',NOT
'# tori # labour # ge2017 # conserv conserv today announc longerterm partnership open ambiti hous associ groundbreak billion initiativeth',NOT
'want encourag',NOT
'seriou question though wonder liber actual ball birth defect happen left right went lgbt front next',NOT
'suck wan na',OFF
'# antifa # altleft',NOT
