@relation Train
@attribute word_tokenize string
@attribute subtask_b {UNT,TIN}
@data
'love bitch',TIN
'fuckingndb funnyhej ',UNT
'help alreadi account want detail ( ) dont phone instead minut messag tell busi hang servic',TIN
'lier money nobodi want ” except fascist friend smoke money friend & italian nazi nazi',TIN
'doesnt lose spend money free agenc draft better',TIN
'coward list antifa profil coward terrorist',TIN
'rais spoil brat',TIN
'noth left wing unhing liber jerk need shut life time',TIN
'miss brain',TIN
'disturb platform becom state',TIN
'dumb point',TIN
'fuck go back',TIN
'viciou',TIN
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy delusion',TIN
'antifa hate group creat democrat',TIN
'said reflect charact realli cheap porn high type',TIN
'tweet direct care less whatev',TIN
'evid liber goal sabotag # make trump enemi trump hate vote canada elect 2019',TIN
'sick individu life make world better place loss trash',TIN
'got ta keep control terrorist',TIN
'sound relev march woke snowflak abort india legal woman choic requir instead issu oppress india least relev',TIN
'support state commit intern crime shame',TIN
'seen hispan justifi shit trump argu famili member mine believ trump help trump & amp agre major immigr come upset',TIN
'havent check cant anyth',TIN
'# drunk back # # maga # deplor #',TIN
'bigger problem liber control nut want open border ‘ societi establish cultur creat rule class communist proven fail england muslim ground shame',TIN
'shock almost liber crazi insan clinton witch lost theyv becom # unhing # derang bunch damn # crybabi stop act children grow',TIN
'talk someon background gun roman cathol gener control research',TIN
'# antifa cell weapon train fight racist street openli embrac mass murder stand communist kill million peopl united_st',TIN
'well start talk dana sensibl control law ignor call tragedi whore arent convers talk',UNT
'come arrest charg derang individu',TIN
'realli feel call citizen wors deplor nut wonder run obvious think better time away biden',TIN
'your embarrass republican parti glad took quit',TIN
'proof african united_st friend dont free colleg put illeg united_st antifa run around act never live real life experi antifa colleg kid white',TIN
'qual ',UNT
'almost everi talk work today said fuck',TIN
'hope fucken thought face_with_tears_of_joy face_with_tears_of_joy',TIN
'dirti',TIN
'name social injustic caus death anyon caus member dare mani peopl lost live control',TIN
'solv problem chicago wish “ leader ” think someth differ attent control get',TIN
'care arm might fall clean',TIN
'innoc peopl dont resign know liber love sexual predat keith ellison sever women polic report support',TIN
'boob face_with_tears_of_joy face_blowing_a_kiss',UNT
'make good decis',TIN
'gon na suck control',UNT
'know differ pretend someon lie that point point peopl forev kill victim suck',TIN
'give shit miss sorri',TIN
'qualifi obama folk togeth',TIN
'sorri almost date monster cant control even control youll make mental issu',TIN
'conserv know canadian liber media 24/7 hate news help trudeau obviou your who manipul hurt canada read tweet thread ignor trump support israel',TIN
'wake black american # maga # kavanaugh # voter # trump # trump2020 # walkaway # kag # # # # # # # # # #',TIN
'safe fucker',TIN
'paid protest # votedemsout # kavanaugh',TIN
'decid isnt reason fulli possibl reason still wrong guess never watch show go heard peopl',TIN
'that donald trump offic democrat good republican govern globalist intern communist )',TIN
'clear wouldnt listen anyway interest argu exist racism tweet rather call ignor white girl display',TIN
'teach',TIN
'cool found person dumber retweet nice move',TIN
'anoth “ hero ” speak cuba united_st cuba united_st cuba',UNT
'doesnt enough go',TIN
'talk maga sorri twitter isnt eye mayb youll latest articl pleas dont editor sure slip',TIN
'isnt control head ladi turn bulli',TIN
'actual anim shit',TIN
'holi shit sick',TIN
'clown care #',UNT
'cours corrupt parti # maga # wwg1wga',TIN
'realli even care come foolish annoy mouth home david adult # maga',TIN
'yeah liber look victim held cover mouth tri cloth rape friend turn music loud cover scream hurt ear alreadi',TIN
'make sort sexual foul joke liber realli make',TIN
'folk protest great presid pure simpl bring control weapon free ) carri weapon ( illeg ) tri caus control shot head',TIN
'complain shit long think peopl care roger feder favorit watch american play turn',UNT
'sociopath incap feel empathi period',TIN
'dont video trump support block send away dont accept racism said “ there fine peopl side ” includ antifa ahead pick choos inform',TIN
'cant rememb happen cant rememb happen cant rememb liar smear liar',TIN
'gave fuck heart shake type',UNT
'girl',TIN
'size',TIN
'serena & amp act spoil brat rule',TIN
'send loss roll pictur',TIN
'bull shit stop put word peopl mouth',UNT
'crazi liber crazi eye',TIN
'still want fuck pussi',TIN
'seat # walkaway # wwg1wga # # qanon # # maga #',TIN
'fuck',TIN
'anyon target leftist liber goal decent conserv pass servic result countri harm liber antifa',TIN
'paul love venezuela dictat iran leader presid putin leader rule terror thing presid donald trump figur',TIN
'texan illeg immigr never elect',TIN
'look larg problem',TIN
'conserv know soon public theyr list',TIN
'spew berni robot & amp anyth go district thing social dont work suck',TIN
'rest pussi',TIN
'dont hate dont hate conserv hate stupid hate hypocrit fact think conserv matter matter mean much order think',TIN
'fuck',TIN
'conserv deliber ignor fact gestur use racist signal theyr white supremaci much countri ( & amp still ) & amp ruin nazi',TIN
'moron',TIN
'guy ugli unhing',TIN
'bitch hood serv face_with_tears_of_joy face_with_tears_of_joy',TIN
'lock insan',TIN
'pick fire today realli good ugli fuck almost pass smoke fuckin fire wish share brother',TIN
'# metoo best weapon liber process disgust woman one use weapon shame typic liber emot benefit poster child use woman',TIN
'bono suck',TIN
'side thousand die strictest control polici countri dont work',UNT
'hope continu',UNT
'fuck',TIN
'incompet person',TIN
'want final good shit post full bodi',UNT
'love feel go blue sexi',UNT
'fuck terrorist',TIN
'ridicul tweet read today compar traitor # liber say democrat republican straw pathet',TIN
'ignor control know talk',TIN
'fuck yeah',UNT
'alway found liber progress one socialist knew want live well afford',TIN
'fuck elect',TIN
'said speech offend someon ask fine want control offend',TIN
'bullshit star instead & amp jeff america need knee',TIN
'miss point hard point expect respons lie woman cultur action woman listen silli girl part cultur',TIN
'bloodi demon dont need',TIN
'united_st # maga',TIN
'know nazi liber & amp dont care know everyon hollywood elit & amp',TIN
'sister singl thing obama said',TIN
'know sure mayb tweet lunat plan next # ralli never presid brainwash realiz',TIN
'allow congress suppos check clown control congress folk write law prevent happen',TIN
'annoy',TIN
'nigga wan na live world world war death hero liter anim',TIN
'bitch',TIN
'white liber black peopl black person tri order consid smart good teach',TIN
'# leftist # commi # usa go littl think grinning_squinting_fac # maga # mbga # mcga # socialist # lefti # conserv # patriot # mega # trump # democrat # republican',TIN
'peopl die puerto rico govern corrupt',TIN
'game suck',TIN
'better lie',TIN
'everi get lower lower wan na nazi go pile maga bottom soon enough',TIN
'liber intellectu noth bigot shameless',TIN
'unkind ',TIN
'decent respect socal conserv find sexual predat',UNT
'lolol a**hol ',TIN
'better idea whatev name resign & amp hell back hell peopl came sake countri',TIN
'# # call # pleas nobodi # # # # # tori # tori',TIN
'# come that conserv harm polit cant liber liber vile nasti oppos view',TIN
'get closer novemb left full talk point forev amend idiot let',TIN
'beauti # pretend leftist # maga',TIN
'cant pervert zero toler disappoint pope',TIN
'know exactli work steal money regul tax peopl cant thing govern violenc think democrat desper need control want even power peopl',TIN
'dont watch game shove hole',TIN
'theyr democrat right theyr hide anymor # # fakenew # # maga',TIN
'voter deserv voter maga',TIN
'fail realiz parti antifa complet lack self awar peopl danger #',TIN
'democrat anim countri power back',TIN
'democrat control major citi long theyv bankrupt left minor other desper crime altern life instead hand mayb teach better',TIN
'trump doesnt want investig ford claim trump report trump rape cultur dirti sexual pervert liber thing ford anita hill white respect women',TIN
'freak',UNT
'mother derang left make littl boy realli go happen pure evil # votedemsout # maga # 2020 #',TIN
'enough enough abhorr leader seem public',TIN
'guy dont censor right hypocrit',TIN
'rape never happen lie word mani women liar',TIN
'date month final understand word cock',UNT
'pleas first yell much seem asshol cant hear anyth scream obviou dont dude stfu',TIN
'doesnt surpris texan hate liber soro back',TIN
'&',TIN
'control nut allow protect thing #',TIN
'keep tell think liber believ need mani million sit veteran budget intent fund',TIN
'belong prison kill need chang control law',TIN
'liber sure love spend peopl money hope chang realli work well obama millionair fortun realli chang better liber brain cell left theyd vote presid trump',TIN
'sick peopl',TIN
'sure breath',TIN
'exactli havent watch year refus former think jerri jone disgrac peopl help make rich',TIN
'give control',UNT
'safeti code word control isnt anyth safe control limit abid citizen ignor law wake folk need liber vote patriot vote latin_cross united_st',TIN
'think call idiot attack one sign took messag sent',TIN
'reput reput reput away antifa activist good said use',TIN
'watch catch plane beat',TIN
'imagin found pictur hold woman liber insan',TIN
'stop much dumb shit bless woman',UNT
'find send funni awar train sent death',TIN
'vote trigger articl',TIN
'maga wear traitor go post video burn # & amp # # # # # # #',TIN
'liber complain time record anonym letter week wait crimin assassin charact good',TIN
'jesu christ liber start young brainwash',TIN
'dont watch moron movi',TIN
'anoth tri back paul back england shut',TIN
'creepi hand littl girl demonrat seen & amp wont talk disgust pervert action hate conserv trump hillari shut away',TIN
'good lord woman dipshit',TIN
'pant',UNT
'fuck face_with_tears_of_joy red_heart',TIN
'conserv need',TIN
'next year much conserv',TIN
'yall bitch',TIN
'fuck',TIN
'corrupt lie',TIN
'took away constitut congress refus articl taken away control law anymor obama stupid',TIN
'left antifa bunch bulli seem everyon nazi differ opinion',TIN
'heart attack citi keep eat',TIN
'daughter parent hypocrit',TIN
'deserv show true serena apolog behavior embarrass argu side chair think she',TIN
'let treason law remov holder',TIN
'beat',TIN
'obama zero accomplish worst presid leader countri hand show liber worship total loser dont know parti goal noth except complain trump accomplish liber',TIN
'appoint trump devil appoint make sure part make sure doesnt reelect vote definit even scum earth',TIN
'anyth help thank # patriot # maga dont hear thank help share loos signal got ta place thank folk bless',TIN
'thought said “ fail ” “ fake news ” cant true made',TIN
'think',UNT
'shit hole corrupt liber destroy year year year',TIN
'husband despic person narcissist care includ',TIN
'mine draft stop crap proof censor conserv',TIN
'childish unprofession ',TIN
'america better jeff flake away',TIN
'say white white peopl notic mani shitti white peopl see',TIN
'“ journalist ” mention arrest corrupt mayor yesterday guess busi get away',TIN
'deep disgrac abus right exist even gener mine know life opportunist govern peopl suck liber dick left nazi',TIN
'good mess',TIN
'use safe argu liber stall order help liber interest perfect play fear process help & amp process',TIN
'think belong room trash make comment dont hear denounc iron model flag nazi',TIN
'accord liber guilti unless prove innoc wait trust dare make claim woman women perfect',TIN
'pathet',TIN
'guess realli garbag liber',TIN
'# conserv everywher small town kid need # god first need know consequ # shouldnt held respons someth # hypocrit sleep night',TIN
'crook walk free',TIN
'total point anger liber keep divid dont leav sorri parti',TIN
'actual terribl imagin proud get peopl find water arrest owner didnt want arrest aw person',TIN
'word caus music slap there reason shouldnt sell show ( isnt deserv )',TIN
'russia terribl willi terribl bitch texa piec shit million point first oppon even western',TIN
'doubl absolut stupid never doubl pair',TIN
'republican sign plan fuck trump consid failur platform better republican altern',TIN
'conserv remov texa educ look theyr blind dumb',TIN
'time tell type jump lefti demon someon fair chanc polici either huge failur liber result lose next elect success hole',TIN
'tweet bono give nazi',UNT
'that see want think peopl want look power express useless thing mock',TIN
'democrat suffer trump derang syndrom desper dirti trick wont work # maga # #',TIN
'that dick energi hundred_point',TIN
'eric ball',TIN
'total phoni',TIN
'reason friend isnt control',TIN
'design establish stop pay attent theyv',TIN
'show world useless littl brat what nut yeah',TIN
'nonsens incap straight news fake',TIN
'piec shit',TIN
'tell know write “ ass ” bottom proof higher intellig need',TIN
'twitter becom fuck',UNT
'“ ” dirti liber novemb first clear left absolut zero intent play rule hope presid trump crush joke parti',TIN
'either shit somebodi creep face_with_tears_of_joy',TIN
'butt',TIN
'lack moral mother abort murder',TIN
'amaz liber suit polit agenda dont believ good feel produc evid',TIN
'democrat want control practic youll better',TIN
'caus woman come year later cant believ liber outrag accus beat wife silent lib hypocrit liber make sick',TIN
'mock disabl peopl funni maga crowd like pick weak support power bulli wonder model',TIN
'jesu cunt',TIN
'amaz dem dont feel gener keep illeg',TIN
'control fail reduc homicid homicid rate drop law enjoy knee peopl dont realli give shit though',TIN
'dumb european govern allow make decis affect entir even enforc go everi world',TIN
'know think theyr one surpris think liber want make ownership illeg',TIN
'well she half right shit',TIN
'# releas # terrorist week year march report # releas home offic document full link stream question ask # maga # mega # mbga # mbga # conserv # muslim #',UNT
'# god media use crimin hero push control',TIN
'that antifa theyr violent hide obvious support woman_facepalm',TIN
'make look ignor daili # maga without',TIN
'bono alway stick hand someon concert america never money',TIN
'afraid liber scream potu scream keep truth dont want hypocrit & amp agenc appl involv coup',TIN
'yeah that kinda thing right proud boy scumbag wear say noth wrong antifa one violent pleas actual fascist everi time brought experi dude stop',TIN
'hell offer last year',TIN
'everi social media platform argu racist isnt power manipul push agenda gain power shit know exactli say pretti liber cant stand racism discuss',TIN
'still even realli tri shit wan na know everyon say murder song terribl that absolut prefer gon na success artist dont know kill',UNT
'chicago alreadi strictest control law countri',TIN
'liar',TIN
'term neg knowledg knowledg suck away inform goe revers away',UNT
'love liber deal europ',TIN
'that fuck rude',TIN
'inform process take busi day credit card activ card peopl #',UNT
'liber',TIN
'educ system control liber work mind children mental must remov order save futur great nation united_st',UNT
'gon na death',TIN
'honestli peopl serious delusion good thing major fan educ scari',TIN
'still anonym ope time time # potu refus name crap within # trump # maga',TIN
'eye fuck louder word smiling_face_with_heartey smiling_face_with_heartey purple_heart purple_heart',TIN
'# thursdaythought admit way twitter censor conserv seem unlik annoy main feed limit stupid black order return wont even back morn',TIN
'shame tenni stole serena proven draw racist cant handl',TIN
'stupid peopl tell “ back caus obsess ” bitch footbal game walk class liter everyth know exact date number everyth reason caus aint',TIN
'didnt start convers trash talk yall stay mention',TIN
'total follow danger thank united_st',TIN
'agre great idea wish remov exist # maga # # # #',TIN
'amount shit fuck',TIN
'possibl california implement strict control enforc fortun enough carri public “ assault weapon ” ban',UNT
'mani corrupt evil be hold govt posit much corrupt & amp evil be posit & amp major point left fake conserv & amp croni still walk free',TIN
'voter puerto rican decent doesnt white liber',TIN
'real shit',TIN
'want conserv plan even consid climat chang use blatant lead peopl believ trudeau fault fuck sociopath',TIN
'incom “ evil ” nut',UNT
'disgrac innoc proven guilti happen lie',TIN
'act spoil elitist brat point taken away deserv good enough today shouldnt matter icon women seen sport move',UNT
'know control work refus anyth',TIN
'everyth said exactli need control save live noth matter save live peopl second amend right cri feel away coward gun away coward',TIN
'piss',UNT
'typic liber jump dont believ process innoc proven anti american bunch',TIN
'dont care right left back bitch star offic good #',TIN
'ugli hell someth anybodi want look',TIN
'united_st # american # flag # usa # # # maga # americafirst # trump #',TIN
'bruh time drop kick back feet aint face_with_tears_of_joy',TIN
'even antifa page couldnt deal shit',TIN
'come pain # magaunited_st united_st united_st united_st united_st # wwg1wga',TIN
'hell think littl',TIN
'america isnt militari husband didnt battl die home fight control stronger law regard mental polic educ issu',TIN
'david stop anti peopl noth look rememb antifa radic left group violent hurt peopl cours agre',TIN
'call everyth person women racist redneck antifa member ( ) haha pretti common fraud get bust start call one bust hilari name',TIN
'funni assum left support antifa even though dislik nazi your still ball',TIN
'know your name robot model',TIN
'dickhead thatface_with_tears_of_joy ',TIN
'roman cathol church hous demon',TIN
'juan need check complet control',TIN
'funni dildo',TIN
'hell liber move california build wall border',TIN
'democrat dont care anyth undermin presid trump peopl better realiz seriou get vote suffer liber',TIN
'antifa dont conserv medicar go antifa protest',TIN
'alreadi allow ( worker lame fuck ) proper piss',UNT
'hell left alreadi hate enough black conserv arent like countri comment fight',TIN
'disgust pedophil',TIN
'follow maga patriot united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st united_st',TIN
'know whole peopl spit whole bullshit right youll feel respons happen today alreadi damn much know good great love',TIN
'obama never kill chicago everi week chicago ground control law work watch blame',TIN
'# program call nation educ health care major institut enforc strict control abort',TIN
'suck dick offer insult',TIN
'dont fool republican need decid go good peopl # need know kavanaugh go make # first dictat # happen',TIN
'begin movement give away mine claim connect took still relev show concern stand anoth bitter begin home',TIN
'drooling_fac drooling_fac shit',TIN
'fair point didnt make meme couldnt suck mani counti polit fund antifa black live matter divid peopl tear countri apart',TIN
'viciou step republican defend hear liber respons liar claim republican defend feinstein info real women dont # honor # judg # kavanaugh',TIN
'begin & lt & lt & lt & lt bias target conserv censorship conserv & gt & gt & gt & gt # #',TIN
'swear shit real',TIN
'“ fuck ”',TIN
'someth get realli high qualiti artist draw realli bore fuck someth',TIN
'dare',TIN
'cute girl crush year call funni want throw',TIN
'control anti havent seen singl attack that rhetor creat fear',TIN
'polic depart shit cute open',TIN
'either liber shame “ anyth ” suspect',TIN
'said nigga round',TIN
'suck loudly_crying_fac “ sick ” face_vomit nauseated_fac',TIN
'need light',TIN
'democrat havent done anyth cover think solut want control abort control free medic free quit',TIN
'fuck',UNT
'poor babi entir network trust peopl still watch brainwash liber demonrat',TIN
'maxin town loser joke',TIN
'kept seat open year fair push kavanaugh nomine american peopl deserv better woman deserv better',TIN
'holi shit love',UNT
'realli cant hypocrisi antifa obviou drunk cool',TIN
'care go prison prison',TIN
'free speech aliv well social media platform strict opinion libtard',TIN
'wonder victim',TIN
'care great deal perceiv number peopl die larg irrelev long doesnt look sure blame democrat fit trump lack empathi inabl respons fit',TIN
'miss head total lack control',TIN
'someon nice happi hour ask question sure troll your antifa someth',UNT
'alway knew biden obama felt conserv shock easili admit wonder hatr violenc left',TIN
'worri “ antifa ” invit known',TIN
'shit togeth',TIN
'star',UNT
'back rock',TIN
'sexi',UNT
'peopl live place surviv moment moment everyth shit feel stronger peopl success educ clean area violenc death',TIN
'antifa much much white supremacist america respons violenc nazi',TIN
'ford parent politician go collud peopl come stori year cant prove senat she reason women hard time life aint easi',TIN
'act spoil brat women need sort help',TIN
'fuck',TIN
'hell lefti talk anyth stop maga',TIN
'trump promis border wall control innoc live taken',TIN
'time maga',TIN
'she kill babi',TIN
'seem type event occur control safeti debat believ eventu state pass law provid school better protect event occur order push agenda',TIN
'cant write away stupid liber',TIN
'exactli sound complet shit mean tell # long #',TIN
'liber year play game extra week doesnt matter everyon well awar like nomine kavanaugh name mani year liber alway target',UNT
'sorri break bibl actual ancient religion bibl isnt claim inabl said claim',TIN
'nigga everywher face_with_tears_of_joy face_with_tears_of_joy cant escap time',TIN
'embarrass wonder women rape',TIN
'wont hear claim ( year born ) record ( how mani time ) pile shit room ( right # maga',TIN
'dont agre sexual assault seriou marijuana mani “ ” alleg support year there evid conserv afraid investig make convinc',UNT
'ugli dumb woman',TIN
'liber piss anyon give disgust award equal includ liber bullshit decis',TIN
'fire dead public fake news dont show crowd scare cant stand fire',TIN
'think hypocrit evil vote',TIN
'realli suck control',TIN
'puppet dog children gender term # maga',TIN
'physic threaten boy complet slander name wasnt honestli say shit cours said fuck least own apolog death threat line',TIN
'asshol ( lie republican',TIN
'antifa think stupid told white rais stand “ white power ” thank',TIN
'probabl think hope littl hear hope prove liar witch rest liber',TIN
'anoth sick liber',TIN
'antifa known nazi never thought iron theyr one call everyon nazi disagre anyth',TIN
'american need realiz rape kill easili environ absolut close border proper vet implement',TIN
'long biggest appear expos corrupt fake lie',TIN
'cute smiling_face_with_heartey',UNT
'conveni conserv believ peopl select alway type propaganda conserv belief conserv dont learn think',TIN
'cant wait kavanaugh throw control garbag belong',TIN
'coward',TIN
'flake flake dont senat door behind',TIN
'isnt understand gener popul sort hold cell',TIN
'” beauti peopl ” still dont keep dreg societi support donald trump # maga',TIN
'dont support control texa long beto',TIN
'hope whoever get seat kick want someon seat theyr liber worst nightmar everyon look back realli fuck confirm dont protest kavanaugh still protest trump',TIN
'thought dislik anyon father wrong even pathet children must proud father behav # #',TIN
'face_with_rolling_ey she claim rape said wont background check anyth found investig someth complain doesnt even know # maga',TIN
'proud shit fire matter your matter hous high everyon pussi water use',UNT
'watch music video love dumb',TIN
'feel face never chang right middl',TIN
'conserv want talk scandal realli let start ball let busi chicken',TIN
'know care control done noth help children fight america vote help kid school vote trump lie',TIN
'smarter fine punch want wouldnt work actual earn money wasnt gift daddi smiling_face_with_sunglass $',TIN
'honest enforc agenc chines sexual high school funni american citizen didnt qualifi vote # maga',TIN
'realli horribl show hundr antifa didnt kill anybodi',TIN
'seriou investig woman motiv behind polit kind shit never done anyon conserv bullshit',TIN
'ask blatant truth control discuss countri crimin fear govern',TIN
'insan antifa democrat violent declar domest terrorist group',TIN
'hell talk threat come control nut made kid',TIN
'# hell revers right hell support special interest hell trump hell destroy american healthcar hell favor & amp stop control hell vote right hell violat immigr',TIN
'noth lose',TIN
'truth need threaten even moder control propos serious talk',TIN
'convers dont care kid unless shot school & amp use promot control funni hate much use kill less peopl crimin arm leg start call everyon',UNT
'shame will ruin good grope accus cant prove theyr liber dont want suprem court justic follow constitut polit shame',TIN
'piss need away face consequ',TIN
'hell queen believ less less everi pull your noth lie demonrat # maga # trump2020',TIN
'mayb smart enough # tire get unlik',TIN
'berni horribl record control “ state ” ” give fuck record horribl there stupid shit',TIN
'come sick liber beast',TIN
'probabl violent liber antifa full forc show much realli care human nope never fall fake garbag long stranger beat hood thug never',TIN
'# trump walk toward crowd love moment honest noth actor fake tear call control',TIN
'thank bitch believ',TIN
'plan 2020 lost natur mind',TIN
'asshol much nerv',TIN
'talk court liber want person word abl destroy anoth person life noth back your sick',TIN
'hair ask pussi get think tri hide worst # # maga',TIN
'lose entir thing block kavanaugh lean conserv side nomin trump liber play game cant youv brainwash media',TIN
'asham michael moor start term internet call troll think ancient troll come liber guid ignor',TIN
'speak noth whistl think fool',TIN
'shit',TIN
'fuck legend abus everyon appear yell peopl movi yell peopl icon think fair',TIN
'believ ask peopl vote mental unstabl swing',TIN
'reason liber deport sick',TIN
'fact “ danger line ” hate trump liber activist make year claim complet charact judg kavanaugh shouldnt question total scam liber turn confirm jerri show',TIN
'joke funni person say doesnt realli hate white christian that nation past time liber day funni loui farrakhan crowd racist crap',TIN
'1001 ',TIN
'much jail whole famili # crimin',TIN
'game #',TIN
'thought werent funni lack comedian',TIN
'go start paint pictur social control everyon',TIN
'liber vile viciou disgust',TIN
'plain stupid think she come next public make tori polit come',TIN
'eye sit think killer porn',UNT
'hilari liber think there use senat rule keep nomine vote bring someon accus nomine sexual assault year show',TIN
'“ liber ” minor republican brain cell rock',TIN
'satan',TIN
'need leav shit past tweet liter made',TIN
'alway imagin patriot that traitor ration clearli deep state state swamp whatev wish call see & amp elect # maga',TIN
'carrey shut good',TIN
'didnt think sorri true obama screw american peopl',TIN
'time press feder crimin charg eric holder swamp scum',TIN
'suffer fool peopl lazi read learn',TIN
'lose believ speak well part crook trump done presid',TIN
'control work chicago militari access assault weapon ignor still work chines',TIN
'“ like hell hurt job ” ear',UNT
'your fuck idiot',TIN
'sick individu dont care pope trash pick sick bring justic',TIN
'thank stupid celebr event serv help republican 2018 2020 elect # maga',TIN
'better watch moron hand least accus sexual harass charg affect skin like',TIN
'compet worst presid',TIN
'real life cartoon charact love respect shit keep',TIN
'gain understand hatr endors put # maga express ignor platform put your go hatr return',TIN
'biggest thing fail everywher',TIN
'gon na',TIN
'girl bitch',TIN
'read right that say believ still stay go anywher even doc releas public wont cover media nobodi know',TIN
'believ side terribl doesnt honestli look conserv',TIN
'live conserv liter tri argu right caus western civil use fall exampl somehow want pretend didnt',TIN
'hitler proud david',TIN
'shit right face_with_tears_of_joy',UNT
'kill land earli sit offici late look go miss connect suck',TIN
'call neg live brain constantli battl creep',TIN
'butt hurt',UNT
'chicago alreadi control law countri democrat want disarm abid citizen crimin alway gun',TIN
'liber dont address insult attack',TIN
'mani bring fight end case state cant stomach match level everi know',TIN
'doesnt want give anyth potu',UNT
'nice true life trump hater funni thing trump done everyth good american america anti american trump amaz peopl trump evil liber democrat & amp band hater antifa blue wave',TIN
'tell antifa shit drop less better',TIN
'play clue base high school parti feder judg anyon realli serious',UNT
'damn ugli',TIN
'either crazi stupid straight lie peopl return polici',TIN
'realli talk nonsens talk bibl',TIN
'tactic left actual tactic use decad playbook right democrat socialist today antifa # # maga # qanon',TIN
'awesom plan next gon na pull money medicar & amp detail watch stay “ never time ” # maga',TIN
'kind feel antifa mayb man_shrug',TIN
'know wasnt apart that fuck problem',UNT
'still though confirm done though',TIN
'holder prison',TIN
'lord kept shut nobodi give # maga',UNT
'fuck night',UNT
'your say offici suppos back everi violat rule silli argument line call that say billi didnt thrown thrown',TIN
'pre trump right releas doc prove investig bias almost later mueller noth trump presid occur liber',TIN
'pathet',TIN
'shot call control research uneth',TIN
'loui call said great parrot idea ( mean origin thought actual puppet here )',TIN
'kind mean woman say pretti young ugli never look thing make look jealou hater #',TIN
'shit doesnt feel real life dont begin',TIN
'liber truli stunt absolut disgust',TIN
'think donald trump disgust disgrac shame think much puerto rico fail failur call presid noth talk puerto rican doesnt understand',TIN
'# speak fill holi',TIN
'democrat bring back nazi tactic nazi brown shirt form antifa',TIN
'bono attempt mass later life certain guess bono made clear thinking_fac thinking_fac',TIN
'rate peopl & amp make conserv reason trump peopl dont & amp & amp shame',UNT
'teacher rememb young mind',TIN
'moor alleg past # # maga tell beyond year jeff hand head cook rabbit rabbit rabbit',TIN
'come',TIN
'antifa facist dont mean antiamerican fake titl facist',UNT
'anyon expect anyth less fool incompet hair fire lib cost peopl live blame pre trump',TIN
'cunt who',TIN
'lmao dumb pile said give cancer',TIN
'first one call rob peopl freak stupid face_with_rolling_ey',TIN
'dont feel sorri even hide amount dumb kid keep donat watch play game',TIN
'screw keep shit honestli face_with_tears_of_joy',TIN
'bitch',TIN
'crazi thing liber blame trump unhing blame everyth presid',TIN
'think found',TIN
'hope shit doesnt becom keep least call yell & amp',UNT
'social proper everyon know white trash littl money know make everyth alway embarrass',TIN
'side white supremacist shouldnt hard side wrong side stop tri antifa white supremacist make look white supremacist',TIN
'shit nigga told seen snake size tire lmaoooo man_facepalming_mediumdark_skin_ton man_facepalming_mediumdark_skin_ton man_facepalming_mediumdark_skin_ton man_facepalming_mediumdark_skin_ton kind shit',TIN
'girl call tryna call ugli show ugli',TIN
'youd know isnt women democrat dont call justic women assault democrat evid & amp polic report youd know dem demand conserv found guilti upon accus youd know polit',TIN
'histori ancient made dont claim know start look histori there fuck proof chang #',UNT
'right nerv bitch antifa',TIN
'legisl common sens control racist rhetor',TIN
'democrat doubl side hypocrisi # maga # confirmkavanaugh #',TIN
'texa doesnt need liber everyth liber touch turn crap',TIN
'# metoo ruin hate demon democrat weapon disgust ruin everyth touch # voteredtosaveamerica # maga',TIN
'unfortun real democrat feel black social make citizen slave govern conserv never happen kind treason amend',TIN
'mental case sure',UNT
'tell minion say rest world differ thing keep rape kill stupid liber think dont taken lie next year india',TIN
'hell yeah',TIN
'risk',TIN
'democrat becom despic bottom lie liber along make sens',TIN
'right stop repli anymor nonsens go keep follow other danger societi biggest fake go prove rest antifa bloodi danger',TIN
'trash',TIN
'stan',TIN
'rat pull anita hill trick judg kavanaugh confirm work communist destroy # maga',TIN
'troll simpli dumb enjoy love rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh',TIN
'hillari blame women long better hope uneduc dont show vote isnt much liber ignor know mani thing arent',TIN
'support bless bomb',TIN
'fuck right end',TIN
'# # trump ‘ display despic behavior human # maga',UNT
'realli suck commi liber refuge anyon isnt ( ) use dollar',TIN
'that blatant antifa wors hate group look univers california nearli destroy disagre wasnt white supremaci shut free speech',TIN
'slap shit',TIN
'listen rob american taxpay million dollar gave iran',TIN
'well better look lie lawyer',TIN
'hate realli take peopl physic unhing liber look well 24/7 fake news suck life peopl feel',TIN
'presid photo world presid',TIN
'didnt look place next fuck #',UNT
'yeah control use black peopl',TIN
'found today jesu isnt white cant church cant watch footbal damn obama liber',TIN
'happen next whoever vote get destroy vote republican senat liber worst nightmar',TIN
'suck ask play never back suck',TIN
'trudeau liber rule time',TIN
'liber dont give rat power period everyth doesnt',TIN
'must forc church need bottom',TIN
'# republican # conserv dream step confirm predat scotu judg step elimin women choic step elimin white vote right step elimin women vote right step immigr',TIN
'dont support medicar vote dreamer vote racist polic brutal bill vote give donald trump even militari budget didnt thing control vote racist loan bill',TIN
'doesnt matter said correct anyon stupid life famili live jeopardi base fool',TIN
